Zeit (s) RK1 Schalter links R_V	Spannung, Ch A (V) RK1 Schalter links R_V	Spannung, Ch B (V) RK1 Schalter links R_V
156,350	-4,486	-0,676
156,400	-4,480	-0,675
156,450	-4,469	-0,676
156,500	-4,469	-0,675
156,550	-4,469	-0,676
156,600	-4,469	-0,675
156,650	-4,469	-0,676
156,700	-4,469	-0,675
156,750	-4,469	-0,676
156,800	-4,455	-0,675
156,850	-4,446	-0,675
156,900	-4,439	-0,675
156,950	-4,425	-0,676
157,000	-4,424	-0,675
157,050	-4,416	-0,676
157,100	-4,415	-0,675
157,150	-4,394	-0,675
157,200	-4,380	-0,674
157,250	-4,378	-0,676
157,300	-4,356	-0,675
157,350	-4,347	-0,675
157,400	-4,324	-0,674
157,450	-4,322	-0,675
157,500	-4,322	-0,674
157,550	-4,299	-0,675
157,600	-4,272	-0,674
157,650	-4,257	-0,675
157,700	-4,257	-0,674
157,750	-4,235	-0,675
157,800	-4,223	-0,674
157,850	-4,205	-0,675
157,900	-4,186	-0,674
157,950	-4,181	-0,675
158,000	-4,163	-0,674
158,050	-4,141	-0,674
158,100	-4,089	-0,673
158,150	-4,072	-0,674
158,200	-4,067	-0,673
158,250	-4,058	-0,674
158,300	-4,042	-0,673
158,350	-4,024	-0,674
158,400	-4,015	-0,672
158,450	-3,990	-0,674
158,500	-3,958	-0,672
158,550	-3,923	-0,673
158,600	-3,897	-0,672
158,650	-3,894	-0,673
158,700	-3,894	-0,672
158,750	-3,894	-0,673
158,800	-3,894	-0,672
158,850	-3,895	-0,673
158,900	-3,894	-0,672
158,950	-3,894	-0,673
159,000	-3,894	-0,672
159,050	-3,894	-0,673
159,100	-3,894	-0,672
159,150	-3,894	-0,673
159,200	-3,894	-0,672
159,250	-3,894	-0,673
159,300	-3,894	-0,672
159,350	-3,894	-0,673
159,400	-3,894	-0,672
159,450	-3,889	-0,673
159,500	-3,876	-0,672
159,550	-3,841	-0,673
159,600	-3,819	-0,671
159,650	-3,803	-0,672
159,700	-3,786	-0,671
159,750	-3,768	-0,672
159,800	-3,750	-0,671
159,850	-3,735	-0,672
159,900	-3,705	-0,671
159,950	-3,685	-0,672
160,000	-3,670	-0,671
160,050	-3,669	-0,672
160,100	-3,669	-0,671
160,150	-3,655	-0,671
160,200	-3,630	-0,670
160,250	-3,598	-0,671
160,300	-3,583	-0,670
160,350	-3,582	-0,671
160,400	-3,582	-0,670
160,450	-3,579	-0,671
160,500	-3,548	-0,670
160,550	-3,543	-0,671
160,600	-3,542	-0,670
160,650	-3,518	-0,671
160,700	-3,477	-0,670
160,750	-3,434	-0,670
160,800	-3,396	-0,669
160,850	-3,336	-0,670
160,900	-3,294	-0,668
160,950	-3,268	-0,669
161,000	-3,213	-0,668
161,050	-3,181	-0,669
161,100	-3,153	-0,667
161,150	-3,149	-0,668
161,200	-3,130	-0,667
161,250	-3,113	-0,668
161,300	-3,079	-0,667
161,350	-3,072	-0,668
161,400	-3,046	-0,667
161,450	-3,042	-0,668
161,500	-3,015	-0,666
161,550	-3,002	-0,667
161,600	-3,002	-0,666
161,650	-2,980	-0,667
161,700	-2,971	-0,666
161,750	-2,961	-0,667
161,800	-2,940	-0,666
161,850	-2,932	-0,667
161,900	-2,907	-0,666
161,950	-2,905	-0,666
162,000	-2,893	-0,666
162,050	-2,890	-0,667
162,100	-2,889	-0,666
162,150	-2,889	-0,666
162,200	-2,889	-0,666
162,250	-2,884	-0,667
162,300	-2,871	-0,666
162,350	-2,861	-0,666
162,400	-2,833	-0,665
162,450	-2,830	-0,666
162,500	-2,829	-0,665
162,550	-2,814	-0,666
162,600	-2,807	-0,665
162,650	-2,823	-0,666
162,700	-2,825	-0,665
162,750	-2,825	-0,666
162,800	-2,825	-0,665
162,850	-2,825	-0,666
162,900	-2,825	-0,665
162,950	-2,825	-0,666
163,000	-2,826	-0,665
163,050	-2,825	-0,666
163,100	-2,825	-0,665
163,150	-2,825	-0,666
163,200	-2,825	-0,665
163,250	-2,815	-0,666
163,300	-2,779	-0,665
163,350	-2,739	-0,666
163,400	-2,698	-0,664
163,450	-2,686	-0,665
163,500	-2,680	-0,664
163,550	-2,661	-0,665
163,600	-2,652	-0,664
163,650	-2,623	-0,664
163,700	-2,619	-0,664
163,750	-2,618	-0,665
163,800	-2,618	-0,664
163,850	-2,600	-0,664
163,900	-2,551	-0,663
163,950	-2,535	-0,664
164,000	-2,509	-0,663
164,050	-2,474	-0,664
164,100	-2,444	-0,662
164,150	-2,413	-0,663
164,200	-2,405	-0,662
164,250	-2,386	-0,662
164,300	-2,371	-0,662
164,350	-2,367	-0,663
164,400	-2,366	-0,662
164,450	-2,366	-0,663
164,500	-2,361	-0,662
164,550	-2,330	-0,662
164,600	-2,314	-0,662
164,650	-2,305	-0,663
164,700	-2,300	-0,661
164,750	-2,299	-0,662
164,800	-2,299	-0,661
164,850	-2,290	-0,662
164,900	-2,282	-0,661
164,950	-2,276	-0,662
165,000	-2,269	-0,661
165,050	-2,268	-0,662
165,100	-2,260	-0,661
165,150	-2,259	-0,662
165,200	-2,252	-0,661
165,250	-2,243	-0,661
165,300	-2,239	-0,661
165,350	-2,237	-0,661
165,400	-2,237	-0,661
165,450	-2,235	-0,662
165,500	-2,223	-0,661
165,550	-2,206	-0,661
165,600	-2,188	-0,661
165,650	-2,182	-0,661
165,700	-2,176	-0,660
165,750	-2,170	-0,661
165,800	-2,159	-0,660
165,850	-2,133	-0,661
165,900	-2,120	-0,660
165,950	-2,108	-0,661
166,000	-2,101	-0,660
166,050	-2,093	-0,660
166,100	-2,074	-0,660
166,150	-2,061	-0,660
166,200	-2,040	-0,659
166,250	-2,033	-0,660
166,300	-2,024	-0,659
166,350	-2,019	-0,660
166,400	-2,005	-0,659
166,450	-1,983	-0,659
166,500	-1,973	-0,659
166,550	-1,962	-0,659
166,600	-1,959	-0,659
166,650	-1,958	-0,659
166,700	-1,958	-0,658
166,750	-1,958	-0,659
166,800	-1,958	-0,659
166,850	-1,958	-0,659
166,900	-1,958	-0,659
166,950	-1,958	-0,659
167,000	-1,958	-0,659
167,050	-1,958	-0,659
167,100	-1,958	-0,659
167,150	-1,958	-0,659
167,200	-1,958	-0,659
167,250	-1,958	-0,659
167,300	-1,958	-0,659
167,350	-1,958	-0,659
167,400	-1,940	-0,659
167,450	-1,923	-0,659
167,500	-1,895	-0,658
167,550	-1,877	-0,658
167,600	-1,857	-0,658
167,650	-1,835	-0,658
167,700	-1,829	-0,657
167,750	-1,809	-0,658
167,800	-1,797	-0,657
167,850	-1,786	-0,658
167,900	-1,778	-0,657
167,950	-1,760	-0,657
168,000	-1,744	-0,657
168,050	-1,722	-0,657
168,100	-1,702	-0,656
168,150	-1,698	-0,657
168,200	-1,674	-0,656
168,250	-1,646	-0,657
168,300	-1,635	-0,656
168,350	-1,605	-0,656
168,400	-1,586	-0,655
168,450	-1,575	-0,656
168,500	-1,574	-0,655
168,550	-1,569	-0,656
168,600	-1,552	-0,655
168,650	-1,547	-0,656
168,700	-1,528	-0,655
168,750	-1,525	-0,655
168,800	-1,509	-0,655
168,850	-1,501	-0,655
168,900	-1,501	-0,655
168,950	-1,501	-0,655
169,000	-1,471	-0,654
169,050	-1,431	-0,654
169,100	-1,422	-0,654
169,150	-1,394	-0,654
169,200	-1,362	-0,653
169,250	-1,350	-0,654
169,300	-1,340	-0,653
169,350	-1,310	-0,653
169,400	-1,285	-0,653
169,450	-1,245	-0,653
169,500	-1,200	-0,652
169,550	-1,158	-0,652
169,600	-1,127	-0,651
169,650	-1,080	-0,651
169,700	-1,056	-0,650
169,750	-1,053	-0,651
169,800	-1,053	-0,650
169,850	-1,053	-0,650
169,900	-1,053	-0,650
169,950	-1,053	-0,651
170,000	-1,053	-0,650
170,050	-1,053	-0,650
170,100	-1,053	-0,650
170,150	-1,053	-0,650
170,200	-1,053	-0,650
170,250	-1,053	-0,651
170,300	-1,053	-0,650
170,350	-1,053	-0,651
170,400	-1,053	-0,650
170,450	-1,052	-0,650
170,500	-1,051	-0,650
170,550	-1,022	-0,650
170,600	-0,990	-0,649
170,650	-0,967	-0,650
170,700	-0,942	-0,649
170,750	-0,936	-0,649
170,800	-0,933	-0,649
170,850	-0,919	-0,649
170,900	-0,893	-0,648
170,950	-0,867	-0,648
171,000	-0,852	-0,648
171,050	-0,850	-0,648
171,100	-0,850	-0,648
171,150	-0,843	-0,648
171,200	-0,826	-0,647
171,250	-0,810	-0,647
171,300	-0,800	-0,647
171,350	-0,780	-0,647
171,400	-0,768	-0,647
171,450	-0,752	-0,647
171,500	-0,723	-0,646
171,550	-0,714	-0,646
171,600	-0,713	-0,646
171,650	-0,700	-0,646
171,700	-0,696	-0,646
171,750	-0,688	-0,646
171,800	-0,678	-0,645
171,850	-0,670	-0,646
171,900	-0,644	-0,645
171,950	-0,631	-0,645
172,000	-0,629	-0,645
172,050	-0,629	-0,645
172,100	-0,629	-0,645
172,150	-0,629	-0,645
172,200	-0,629	-0,645
172,250	-0,613	-0,645
172,300	-0,598	-0,644
172,350	-0,569	-0,644
172,400	-0,553	-0,643
172,450	-0,549	-0,644
172,500	-0,525	-0,643
172,550	-0,508	-0,643
172,600	-0,503	-0,643
172,650	-0,487	-0,643
172,700	-0,481	-0,643
172,750	-0,479	-0,643
172,800	-0,460	-0,642
172,850	-0,435	-0,642
172,900	-0,414	-0,642
172,950	-0,393	-0,641
173,000	-0,381	-0,641
173,050	-0,377	-0,641
173,100	-0,361	-0,640
173,150	-0,347	-0,640
173,200	-0,333	-0,640
173,250	-0,325	-0,640
173,300	-0,313	-0,639
173,350	-0,310	-0,639
173,400	-0,309	-0,639
173,450	-0,307	-0,640
173,500	-0,288	-0,639
173,550	-0,270	-0,638
173,600	-0,265	-0,638
173,650	-0,252	-0,638
173,700	-0,245	-0,638
173,750	-0,238	-0,638
173,800	-0,222	-0,638
173,850	-0,214	-0,637
173,900	-0,201	-0,637
173,950	-0,193	-0,637
174,000	-0,188	-0,637
174,050	-0,180	-0,636
174,100	-0,178	-0,636
174,150	-0,177	-0,636
174,200	-0,177	-0,636
174,250	-0,177	-0,636
174,300	-0,174	-0,636
174,350	-0,173	-0,636
174,400	-0,173	-0,636
174,450	-0,172	-0,636
174,500	-0,172	-0,636
174,550	-0,172	-0,636
174,600	-0,172	-0,636
174,650	-0,172	-0,636
174,700	-0,172	-0,636
174,750	-0,172	-0,636
174,800	-0,172	-0,636
174,850	-0,172	-0,636
174,900	-0,172	-0,636
174,950	-0,172	-0,636
175,000	-0,172	-0,636
175,050	-0,172	-0,636
175,100	-0,172	-0,636
175,150	-0,172	-0,636
175,200	-0,172	-0,636
175,250	-0,172	-0,636
175,300	-0,172	-0,636
175,350	-0,172	-0,636
175,400	-0,172	-0,636
175,450	-0,172	-0,636
175,500	-0,172	-0,636
175,550	-0,172	-0,635
175,600	-0,172	-0,636
175,650	-0,172	-0,636
175,700	-0,172	-0,636
175,750	-0,172	-0,636
175,800	-0,172	-0,636
175,850	-0,172	-0,636
175,900	-0,172	-0,636
175,950	-0,172	-0,636
176,000	-0,172	-0,636
176,050	-0,172	-0,636
176,100	-0,135	-0,635
176,150	0,058	-0,629
176,200	0,116	-0,626
176,250	0,137	-0,623
176,300	0,147	-0,622
176,350	0,153	-0,621
176,400	0,157	-0,620
176,450	0,159	-0,620
176,500	0,161	-0,619
176,550	0,162	-0,618
176,600	0,163	-0,618
176,650	0,164	-0,617
176,700	0,165	-0,617
176,750	0,165	-0,616
176,800	0,166	-0,616
176,850	0,166	-0,616
176,900	0,166	-0,616
176,950	0,167	-0,615
177,000	0,167	-0,615
177,050	0,167	-0,615
177,100	0,167	-0,615
177,150	0,167	-0,614
177,200	0,168	-0,614
177,250	0,168	-0,614
177,300	0,168	-0,613
177,350	0,168	-0,613
177,400	0,168	-0,613
177,450	0,168	-0,613
177,500	0,169	-0,612
177,550	0,169	-0,612
177,600	0,169	-0,612
177,650	0,168	-0,612
177,700	0,169	-0,612
177,750	0,169	-0,611
177,800	0,169	-0,611
177,850	0,169	-0,611
177,900	0,169	-0,611
177,950	0,170	-0,610
178,000	0,170	-0,611
178,050	0,170	-0,610
178,100	0,170	-0,610
178,150	0,170	-0,610
178,200	0,170	-0,610
178,250	0,170	-0,609
178,300	0,170	-0,610
178,350	0,170	-0,609
178,400	0,170	-0,609
178,450	0,170	-0,609
178,500	0,171	-0,609
178,550	0,170	-0,608
178,600	0,170	-0,609
178,650	0,170	-0,608
178,700	0,171	-0,608
178,750	0,170	-0,608
178,800	0,170	-0,608
178,850	0,170	-0,608
178,900	0,171	-0,608
178,950	0,171	-0,608
179,000	0,171	-0,608
179,050	0,171	-0,607
179,100	0,173	-0,608
179,150	0,178	-0,607
179,200	0,179	-0,607
179,250	0,179	-0,606
179,300	0,181	-0,606
179,350	0,181	-0,605
179,400	0,181	-0,605
179,450	0,182	-0,604
179,500	0,182	-0,605
179,550	0,184	-0,603
179,600	0,184	-0,603
179,650	0,185	-0,602
179,700	0,185	-0,602
179,750	0,185	-0,601
179,800	0,186	-0,601
179,850	0,185	-0,601
179,900	0,186	-0,601
179,950	0,188	-0,599
180,000	0,188	-0,599
180,050	0,188	-0,598
180,100	0,189	-0,598
180,150	0,192	-0,597
180,200	0,193	-0,597
180,250	0,193	-0,596
180,300	0,193	-0,595
180,350	0,193	-0,594
180,400	0,194	-0,594
180,450	0,194	-0,592
180,500	0,195	-0,592
180,550	0,194	-0,591
180,600	0,195	-0,591
180,650	0,195	-0,590
180,700	0,195	-0,589
180,750	0,195	-0,588
180,800	0,195	-0,589
180,850	0,195	-0,587
180,900	0,196	-0,587
180,950	0,197	-0,586
181,000	0,197	-0,585
181,050	0,197	-0,584
181,100	0,197	-0,584
181,150	0,198	-0,583
181,200	0,198	-0,583
181,250	0,198	-0,581
181,300	0,199	-0,581
181,350	0,199	-0,580
181,400	0,199	-0,580
181,450	0,199	-0,579
181,500	0,199	-0,579
181,550	0,200	-0,577
181,600	0,200	-0,578
181,650	0,200	-0,576
181,700	0,201	-0,576
181,750	0,201	-0,575
181,800	0,200	-0,575
181,850	0,201	-0,574
181,900	0,201	-0,574
181,950	0,201	-0,573
182,000	0,201	-0,573
182,050	0,201	-0,572
182,100	0,201	-0,572
182,150	0,202	-0,570
182,200	0,202	-0,570
182,250	0,202	-0,569
182,300	0,202	-0,570
182,350	0,202	-0,568
182,400	0,203	-0,569
182,450	0,202	-0,568
182,500	0,203	-0,568
182,550	0,203	-0,566
182,600	0,203	-0,567
182,650	0,203	-0,565
182,700	0,203	-0,566
182,750	0,203	-0,564
182,800	0,203	-0,565
182,850	0,204	-0,563
182,900	0,204	-0,564
182,950	0,204	-0,563
183,000	0,204	-0,563
183,050	0,204	-0,562
183,100	0,204	-0,562
183,150	0,204	-0,561
183,200	0,204	-0,561
183,250	0,204	-0,561
183,300	0,205	-0,560
183,350	0,204	-0,559
183,400	0,204	-0,560
183,450	0,204	-0,559
183,500	0,205	-0,559
183,550	0,205	-0,558
183,600	0,205	-0,558
183,650	0,206	-0,557
183,700	0,206	-0,557
183,750	0,205	-0,556
183,800	0,206	-0,556
183,850	0,206	-0,555
183,900	0,205	-0,555
183,950	0,205	-0,554
184,000	0,206	-0,554
184,050	0,206	-0,554
184,100	0,207	-0,554
184,150	0,207	-0,553
184,200	0,207	-0,553
184,250	0,207	-0,551
184,300	0,207	-0,552
184,350	0,208	-0,551
184,400	0,208	-0,551
184,450	0,208	-0,550
184,500	0,208	-0,550
184,550	0,209	-0,549
184,600	0,215	-0,549
184,650	0,212	-0,547
184,700	0,212	-0,547
184,750	0,212	-0,546
184,800	0,212	-0,546
184,850	0,212	-0,544
184,900	0,213	-0,544
184,950	0,212	-0,543
185,000	0,213	-0,543
185,050	0,213	-0,542
185,100	0,213	-0,542
185,150	0,213	-0,540
185,200	0,213	-0,540
185,250	0,213	-0,539
185,300	0,214	-0,539
185,350	0,214	-0,537
185,400	0,214	-0,538
185,450	0,214	-0,536
185,500	0,214	-0,537
185,550	0,214	-0,535
185,600	0,214	-0,535
185,650	0,214	-0,534
185,700	0,215	-0,534
185,750	0,214	-0,533
185,800	0,215	-0,533
185,850	0,215	-0,532
185,900	0,215	-0,532
185,950	0,215	-0,531
186,000	0,215	-0,531
186,050	0,215	-0,530
186,100	0,215	-0,530
186,150	0,215	-0,529
186,200	0,215	-0,529
186,250	0,215	-0,528
186,300	0,215	-0,528
186,350	0,215	-0,526
186,400	0,215	-0,527
186,450	0,215	-0,526
186,500	0,215	-0,526
186,550	0,215	-0,524
186,600	0,216	-0,524
186,650	0,216	-0,523
186,700	0,215	-0,524
186,750	0,216	-0,522
186,800	0,216	-0,523
186,850	0,216	-0,521
186,900	0,216	-0,522
186,950	0,216	-0,521
187,000	0,216	-0,521
187,050	0,216	-0,520
187,100	0,216	-0,520
187,150	0,216	-0,519
187,200	0,216	-0,519
187,250	0,216	-0,518
187,300	0,216	-0,518
187,350	0,217	-0,516
187,400	0,217	-0,517
187,450	0,217	-0,516
187,500	0,217	-0,516
187,550	0,217	-0,515
187,600	0,217	-0,515
187,650	0,217	-0,514
187,700	0,217	-0,514
187,750	0,217	-0,513
187,800	0,217	-0,514
187,850	0,217	-0,512
187,900	0,217	-0,512
187,950	0,217	-0,511
188,000	0,217	-0,512
188,050	0,218	-0,510
188,100	0,217	-0,511
188,150	0,218	-0,509
188,200	0,217	-0,510
188,250	0,218	-0,508
188,300	0,217	-0,509
188,350	0,218	-0,508
188,400	0,218	-0,508
188,450	0,218	-0,507
188,500	0,218	-0,507
188,550	0,218	-0,506
188,600	0,218	-0,507
188,650	0,218	-0,505
188,700	0,218	-0,506
188,750	0,218	-0,504
188,800	0,218	-0,505
188,850	0,218	-0,504
188,900	0,218	-0,504
188,950	0,218	-0,503
189,000	0,218	-0,503
189,050	0,218	-0,502
189,100	0,218	-0,503
189,150	0,218	-0,501
189,200	0,218	-0,502
189,250	0,219	-0,501
189,300	0,219	-0,501
189,350	0,218	-0,500
189,400	0,218	-0,501
189,450	0,219	-0,499
189,500	0,218	-0,500
189,550	0,219	-0,498
189,600	0,219	-0,499
189,650	0,219	-0,498
189,700	0,219	-0,498
189,750	0,219	-0,497
189,800	0,219	-0,498
189,850	0,219	-0,496
189,900	0,219	-0,497
189,950	0,219	-0,496
190,000	0,219	-0,496
190,050	0,219	-0,495
190,100	0,219	-0,495
190,150	0,223	-0,494
190,200	0,225	-0,494
190,250	0,225	-0,493
190,300	0,226	-0,493
190,350	0,226	-0,491
190,400	0,226	-0,491
190,450	0,227	-0,489
190,500	0,227	-0,489
190,550	0,227	-0,488
190,600	0,227	-0,488
190,650	0,227	-0,486
190,700	0,227	-0,486
190,750	0,227	-0,485
190,800	0,227	-0,485
190,850	0,227	-0,483
190,900	0,227	-0,483
190,950	0,227	-0,482
191,000	0,227	-0,482
191,050	0,227	-0,480
191,100	0,228	-0,480
191,150	0,227	-0,479
191,200	0,228	-0,479
191,250	0,228	-0,477
191,300	0,228	-0,477
191,350	0,227	-0,476
191,400	0,228	-0,476
191,450	0,228	-0,474
191,500	0,228	-0,475
191,550	0,228	-0,473
191,600	0,228	-0,473
191,650	0,229	-0,471
191,700	0,229	-0,471
191,750	0,229	-0,470
191,800	0,229	-0,470
191,850	0,228	-0,469
191,900	0,228	-0,469
191,950	0,229	-0,467
192,000	0,228	-0,467
192,050	0,229	-0,466
192,100	0,229	-0,466
192,150	0,229	-0,464
192,200	0,229	-0,464
192,250	0,229	-0,463
192,300	0,229	-0,463
192,350	0,229	-0,462
192,400	0,229	-0,462
192,450	0,229	-0,460
192,500	0,230	-0,460
192,550	0,229	-0,459
192,600	0,230	-0,459
192,650	0,230	-0,458
192,700	0,230	-0,458
192,750	0,230	-0,456
192,800	0,230	-0,457
192,850	0,230	-0,455
192,900	0,230	-0,455
192,950	0,230	-0,454
193,000	0,230	-0,454
193,050	0,230	-0,453
193,100	0,230	-0,453
193,150	0,230	-0,451
193,200	0,230	-0,451
193,250	0,230	-0,450
193,300	0,230	-0,450
193,350	0,230	-0,449
193,400	0,230	-0,449
193,450	0,230	-0,447
193,500	0,230	-0,448
193,550	0,230	-0,446
193,600	0,231	-0,446
193,650	0,231	-0,445
193,700	0,231	-0,445
193,750	0,231	-0,444
193,800	0,231	-0,444
193,850	0,231	-0,442
193,900	0,233	-0,442
193,950	0,234	-0,441
194,000	0,234	-0,441
194,050	0,234	-0,439
194,100	0,234	-0,439
194,150	0,235	-0,437
194,200	0,234	-0,438
194,250	0,235	-0,436
194,300	0,235	-0,436
194,350	0,235	-0,434
194,400	0,235	-0,434
194,450	0,235	-0,432
194,500	0,235	-0,432
194,550	0,235	-0,431
194,600	0,235	-0,431
194,650	0,235	-0,429
194,700	0,235	-0,429
194,750	0,235	-0,427
194,800	0,236	-0,427
194,850	0,236	-0,425
194,900	0,235	-0,426
194,950	0,236	-0,424
195,000	0,236	-0,424
195,050	0,236	-0,423
195,100	0,236	-0,422
195,150	0,236	-0,421
195,200	0,236	-0,421
195,250	0,236	-0,419
195,300	0,236	-0,419
195,350	0,236	-0,417
195,400	0,236	-0,417
195,450	0,236	-0,416
195,500	0,236	-0,416
195,550	0,236	-0,414
195,600	0,237	-0,414
195,650	0,237	-0,413
195,700	0,236	-0,413
195,750	0,237	-0,411
195,800	0,237	-0,411
195,850	0,237	-0,409
195,900	0,237	-0,410
195,950	0,237	-0,408
196,000	0,237	-0,408
196,050	0,237	-0,407
196,100	0,237	-0,407
196,150	0,238	-0,405
196,200	0,237	-0,405
196,250	0,237	-0,404
196,300	0,238	-0,404
196,350	0,238	-0,402
196,400	0,238	-0,402
196,450	0,237	-0,401
196,500	0,238	-0,401
196,550	0,238	-0,399
196,600	0,238	-0,400
196,650	0,238	-0,398
196,700	0,238	-0,398
196,750	0,238	-0,397
196,800	0,238	-0,397
196,850	0,239	-0,395
196,900	0,239	-0,395
196,950	0,238	-0,394
197,000	0,238	-0,394
197,050	0,239	-0,393
197,100	0,239	-0,392
197,150	0,240	-0,391
197,200	0,240	-0,391
197,250	0,240	-0,390
197,300	0,240	-0,390
197,350	0,240	-0,388
197,400	0,240	-0,389
197,450	0,240	-0,386
197,500	0,240	-0,387
197,550	0,240	-0,385
197,600	0,240	-0,385
197,650	0,240	-0,383
197,700	0,240	-0,383
197,750	0,242	-0,382
197,800	0,242	-0,382
197,850	0,242	-0,380
197,900	0,242	-0,380
197,950	0,242	-0,378
198,000	0,242	-0,378
198,050	0,242	-0,376
198,100	0,242	-0,376
198,150	0,242	-0,375
198,200	0,243	-0,374
198,250	0,242	-0,373
198,300	0,242	-0,373
198,350	0,242	-0,371
198,400	0,243	-0,371
198,450	0,243	-0,369
198,500	0,242	-0,369
198,550	0,243	-0,368
198,600	0,243	-0,367
198,650	0,243	-0,366
198,700	0,243	-0,366
198,750	0,243	-0,364
198,800	0,243	-0,364
198,850	0,243	-0,362
198,900	0,243	-0,362
198,950	0,243	-0,361
199,000	0,243	-0,361
199,050	0,243	-0,359
199,100	0,243	-0,359
199,150	0,243	-0,357
199,200	0,243	-0,357
199,250	0,243	-0,356
199,300	0,243	-0,355
199,350	0,243	-0,354
199,400	0,243	-0,354
199,450	0,243	-0,352
199,500	0,243	-0,352
199,550	0,242	-0,351
199,600	0,243	-0,350
199,650	0,243	-0,348
199,700	0,243	-0,349
199,750	0,243	-0,347
199,800	0,243	-0,347
199,850	0,243	-0,345
199,900	0,243	-0,345
199,950	0,243	-0,343
200,000	0,243	-0,343
200,050	0,243	-0,342
200,100	0,243	-0,342
200,150	0,243	-0,340
200,200	0,243	-0,340
200,250	0,243	-0,338
200,300	0,243	-0,338
200,350	0,243	-0,337
200,400	0,243	-0,337
200,450	0,243	-0,335
200,500	0,243	-0,335
200,550	0,244	-0,333
200,600	0,244	-0,333
200,650	0,243	-0,332
200,700	0,244	-0,332
200,750	0,244	-0,330
200,800	0,244	-0,330
200,850	0,244	-0,328
200,900	0,244	-0,328
200,950	0,244	-0,327
201,000	0,244	-0,326
201,050	0,244	-0,325
201,100	0,244	-0,325
201,150	0,244	-0,324
201,200	0,244	-0,324
201,250	0,244	-0,322
201,300	0,244	-0,322
201,350	0,244	-0,320
201,400	0,244	-0,320
201,450	0,244	-0,319
201,500	0,244	-0,319
201,550	0,244	-0,318
201,600	0,244	-0,317
201,650	0,244	-0,316
201,700	0,244	-0,316
201,750	0,244	-0,314
201,800	0,244	-0,314
201,850	0,244	-0,313
201,900	0,244	-0,312
201,950	0,244	-0,311
202,000	0,244	-0,311
202,050	0,244	-0,309
202,100	0,244	-0,310
202,150	0,244	-0,308
202,200	0,244	-0,308
202,250	0,244	-0,306
202,300	0,244	-0,307
202,350	0,244	-0,305
202,400	0,245	-0,305
202,450	0,244	-0,304
202,500	0,245	-0,303
202,550	0,245	-0,302
202,600	0,245	-0,302
202,650	0,244	-0,300
202,700	0,244	-0,300
202,750	0,244	-0,299
202,800	0,245	-0,299
202,850	0,245	-0,297
202,900	0,244	-0,297
202,950	0,244	-0,296
203,000	0,245	-0,295
203,050	0,245	-0,294
203,100	0,248	-0,294
203,150	0,254	-0,292
203,200	0,254	-0,290
203,250	0,254	-0,288
203,300	0,254	-0,287
203,350	0,254	-0,284
203,400	0,254	-0,283
203,450	0,254	-0,281
203,500	0,255	-0,280
203,550	0,254	-0,277
203,600	0,255	-0,276
203,650	0,254	-0,274
203,700	0,254	-0,273
203,750	0,255	-0,270
203,800	0,255	-0,269
203,850	0,254	-0,267
203,900	0,254	-0,266
203,950	0,255	-0,263
204,000	0,254	-0,262
204,050	0,255	-0,259
204,100	0,255	-0,258
204,150	0,255	-0,256
204,200	0,255	-0,255
204,250	0,254	-0,252
204,300	0,255	-0,251
204,350	0,254	-0,248
204,400	0,254	-0,248
204,450	0,254	-0,245
204,500	0,254	-0,244
204,550	0,254	-0,242
204,600	0,254	-0,240
204,650	0,254	-0,238
204,700	0,254	-0,237
204,750	0,254	-0,234
204,800	0,254	-0,233
204,850	0,253	-0,231
204,900	0,254	-0,229
204,950	0,254	-0,227
205,000	0,254	-0,226
205,050	0,254	-0,223
205,100	0,254	-0,223
205,150	0,254	-0,220
205,200	0,254	-0,219
205,250	0,254	-0,216
205,300	0,254	-0,215
205,350	0,254	-0,213
205,400	0,255	-0,212
205,450	0,255	-0,209
205,500	0,255	-0,208
205,550	0,255	-0,205
205,600	0,255	-0,205
205,650	0,255	-0,202
205,700	0,255	-0,201
205,750	0,255	-0,199
205,800	0,255	-0,197
205,850	0,255	-0,195
205,900	0,255	-0,194
205,950	0,255	-0,191
206,000	0,255	-0,190
206,050	0,255	-0,188
206,100	0,256	-0,187
206,150	0,255	-0,184
206,200	0,256	-0,183
206,250	0,256	-0,181
206,300	0,256	-0,180
206,350	0,255	-0,178
206,400	0,255	-0,177
206,450	0,256	-0,174
206,500	0,256	-0,173
206,550	0,256	-0,171
206,600	0,256	-0,170
206,650	0,256	-0,167
206,700	0,256	-0,166
206,750	0,256	-0,164
206,800	0,256	-0,163
206,850	0,257	-0,160
206,900	0,257	-0,159
206,950	0,257	-0,157
207,000	0,258	-0,156
207,050	0,258	-0,154
207,100	0,258	-0,153
207,150	0,258	-0,150
207,200	0,259	-0,149
207,250	0,258	-0,147
207,300	0,259	-0,146
207,350	0,258	-0,144
207,400	0,259	-0,143
207,450	0,259	-0,141
207,500	0,259	-0,140
207,550	0,259	-0,138
207,600	0,260	-0,137
207,650	0,259	-0,134
207,700	0,260	-0,134
207,750	0,260	-0,131
207,800	0,260	-0,131
207,850	0,260	-0,128
207,900	0,260	-0,128
207,950	0,260	-0,125
208,000	0,261	-0,124
208,050	0,260	-0,122
208,100	0,261	-0,122
208,150	0,261	-0,120
208,200	0,261	-0,119
208,250	0,262	-0,116
208,300	0,261	-0,116
208,350	0,262	-0,113
