Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15
11,420	2,845	0,570	11,420	2,851	0,505	11,420	2,860	0,663	11,420	2,792	0,528	11,420	2,791	0,588	11,420	2,827	0,552	11,420	2,823	0,574	11,420	2,919	0,371	11,420	2,886	1,231	11,420	2,907	1,185	11,420	2,933	1,971	11,420	2,868	2,942	11,420	2,822	4,369	11,420	2,844	4,290	11,420	2,749	6,657
11,440	2,851	0,588	11,440	2,856	0,521	11,440	2,866	0,681	11,440	2,798	0,542	11,440	2,796	0,605	11,440	2,833	0,568	11,440	2,828	0,594	11,440	2,923	0,376	11,440	2,891	1,233	11,440	2,912	1,179	11,440	2,939	1,932	11,440	2,874	2,863	11,440	2,828	4,251	11,440	2,850	4,147	11,440	2,754	6,549
11,460	2,856	0,604	11,460	2,862	0,537	11,460	2,871	0,698	11,460	2,803	0,557	11,460	2,801	0,621	11,460	2,837	0,585	11,460	2,833	0,613	11,460	2,929	0,382	11,460	2,896	1,196	11,460	2,917	1,170	11,460	2,944	1,850	11,460	2,879	2,776	11,460	2,833	4,130	11,460	2,854	4,008	11,460	2,759	6,426
11,480	2,862	0,622	11,480	2,867	0,553	11,480	2,876	0,715	11,480	2,809	0,573	11,480	2,807	0,639	11,480	2,843	0,603	11,480	2,839	0,633	11,480	2,934	0,387	11,480	2,902	1,246	11,480	2,923	1,159	11,480	2,949	1,790	11,480	2,884	2,696	11,480	2,838	4,008	11,480	2,860	3,883	11,480	2,765	6,290
11,500	2,867	0,639	11,500	2,872	0,569	11,500	2,882	0,731	11,500	2,814	0,592	11,500	2,812	0,657	11,500	2,848	0,621	11,500	2,844	0,653	11,500	2,939	0,390	11,500	2,907	1,229	11,500	2,928	1,146	11,500	2,955	1,731	11,500	2,890	2,615	11,500	2,844	3,889	11,500	2,865	3,769	11,500	2,770	6,143
11,520	2,872	0,656	11,520	2,878	0,584	11,520	2,887	0,744	11,520	2,819	0,611	11,520	2,817	0,675	11,520	2,853	0,637	11,520	2,849	0,671	11,520	2,945	0,394	11,520	2,912	1,235	11,520	2,933	1,129	11,520	2,960	1,674	11,520	2,895	2,535	11,520	2,849	3,769	11,520	2,870	3,653	11,520	2,775	5,986
11,540	2,877	0,672	11,540	2,883	0,599	11,540	2,893	0,761	11,540	2,824	0,602	11,540	2,822	0,692	11,540	2,859	0,654	11,540	2,855	0,688	11,540	2,950	0,397	11,540	2,918	1,213	11,540	2,938	1,111	11,540	2,965	1,619	11,540	2,900	2,464	11,540	2,854	3,650	11,540	2,876	3,561	11,540	2,781	5,822
11,560	2,883	0,689	11,560	2,889	0,615	11,560	2,898	0,787	11,560	2,829	0,628	11,560	2,827	0,711	11,560	2,864	0,671	11,560	2,859	0,705	11,560	2,955	0,399	11,560	2,923	1,207	11,560	2,944	1,112	11,560	2,971	1,565	11,560	2,905	2,384	11,560	2,860	3,533	11,560	2,881	3,472	11,560	2,786	5,652
11,580	2,888	0,704	11,580	2,894	0,629	11,580	2,903	0,789	11,580	2,834	0,652	11,580	2,833	0,729	11,580	2,869	0,681	11,580	2,865	0,721	11,580	2,961	0,400	11,580	2,928	1,186	11,580	2,949	1,094	11,580	2,976	1,510	11,580	2,911	2,308	11,580	2,865	3,419	11,580	2,886	3,388	11,580	2,791	5,481
11,600	2,893	0,719	11,600	2,899	0,632	11,600	2,908	0,796	11,600	2,840	0,670	11,600	2,838	0,724	11,600	2,875	0,703	11,600	2,870	0,735	11,600	2,966	0,400	11,600	2,934	1,167	11,600	2,954	1,052	11,600	2,981	1,460	11,600	2,916	2,231	11,600	2,870	3,308	11,600	2,892	3,357	11,600	2,797	5,309
11,620	2,899	0,732	11,620	2,905	0,649	11,620	2,914	0,805	11,620	2,845	0,688	11,620	2,843	0,765	11,620	2,880	0,718	11,620	2,875	0,748	11,620	2,971	0,400	11,620	2,939	1,146	11,620	2,960	1,025	11,620	2,987	1,414	11,620	2,922	2,157	11,620	2,876	3,197	11,620	2,897	3,256	11,620	2,802	5,135
11,640	2,904	0,744	11,640	2,910	0,663	11,640	2,919	0,810	11,640	2,850	0,706	11,640	2,849	0,786	11,640	2,885	0,731	11,640	2,881	0,759	11,640	2,976	0,400	11,640	2,944	1,126	11,640	2,965	0,993	11,640	2,991	1,370	11,640	2,926	2,085	11,640	2,881	3,062	11,640	2,902	3,193	11,640	2,807	4,965
11,660	2,909	0,754	11,660	2,915	0,672	11,660	2,924	0,814	11,660	2,856	0,724	11,660	2,854	0,805	11,660	2,891	0,744	11,660	2,886	0,767	11,660	2,982	0,398	11,660	2,950	1,091	11,660	2,970	0,974	11,660	2,997	1,329	11,660	2,932	2,014	11,660	2,886	2,975	11,660	2,908	3,141	11,660	2,812	4,798
11,680	2,915	0,763	11,680	2,920	0,679	11,680	2,930	0,817	11,680	2,861	0,742	11,680	2,859	0,823	11,680	2,896	0,784	11,680	2,891	0,776	11,680	2,987	0,396	11,680	2,954	1,071	11,680	2,976	0,947	11,680	3,002	1,291	11,680	2,937	1,946	11,680	2,892	2,876	11,680	2,913	3,097	11,680	2,818	4,635
11,700	2,920	0,778	11,700	2,926	0,685	11,700	2,935	0,817	11,700	2,866	0,759	11,700	2,865	0,840	11,700	2,902	0,766	11,700	2,897	0,781	11,700	2,992	0,394	11,700	2,960	1,057	11,700	2,980	0,920	11,700	3,008	1,258	11,700	2,943	1,881	11,700	2,897	2,779	11,700	2,918	3,063	11,700	2,822	4,472
11,720	2,926	0,782	11,720	2,930	0,689	11,720	2,941	0,816	11,720	2,872	0,778	11,720	2,870	0,857	11,720	2,907	0,771	11,720	2,902	0,785	11,720	2,998	0,391	11,720	2,965	1,031	11,720	2,986	0,894	11,720	3,012	1,227	11,720	2,947	1,819	11,720	2,902	2,689	11,720	2,923	3,036	11,720	2,828	4,312
11,740	2,931	0,779	11,740	2,936	0,692	11,740	2,946	0,813	11,740	2,877	0,795	11,740	2,875	0,874	11,740	2,912	0,776	11,740	2,908	0,824	11,740	3,003	0,378	11,740	2,970	1,005	11,740	2,991	0,867	11,740	3,018	1,197	11,740	2,953	1,732	11,740	2,907	2,602	11,740	2,928	3,020	11,740	2,833	4,154
11,760	2,936	0,779	11,760	2,942	0,693	11,760	2,951	0,808	11,760	2,882	0,812	11,760	2,881	0,888	11,760	2,917	0,780	11,760	2,913	0,794	11,760	3,008	0,379	11,760	2,976	0,977	11,760	2,997	0,843	11,760	3,023	1,133	11,760	2,959	1,698	11,760	2,913	2,523	11,760	2,934	3,011	11,760	2,838	4,001
11,780	2,941	0,778	11,780	2,947	0,691	11,780	2,956	0,803	11,780	2,887	0,827	11,780	2,886	0,900	11,780	2,922	0,780	11,780	2,918	0,789	11,780	3,014	0,378	11,780	2,981	0,949	11,780	3,002	0,819	11,780	3,028	1,149	11,780	2,963	1,651	11,780	2,917	2,448	11,780	2,939	3,010	11,780	2,843	3,851
11,800	2,946	0,776	11,800	2,952	0,691	11,800	2,961	0,795	11,800	2,893	0,835	11,800	2,891	0,910	11,800	2,928	0,780	11,800	2,923	0,785	11,800	3,019	0,373	11,800	2,986	0,922	11,800	3,007	0,794	11,800	3,034	1,122	11,800	2,968	1,607	11,800	2,923	2,381	11,800	2,944	3,017	11,800	2,849	3,706
11,820	2,952	0,773	11,820	2,958	0,688	11,820	2,966	0,787	11,820	2,898	0,854	11,820	2,896	0,915	11,820	2,933	0,778	11,820	2,929	0,782	11,820	3,024	0,367	11,820	2,991	0,858	11,820	3,012	0,771	11,820	3,040	1,138	11,820	2,974	1,567	11,820	2,928	2,319	11,820	2,950	3,031	11,820	2,854	3,570
11,840	2,957	0,768	11,840	2,962	0,684	11,840	2,972	0,778	11,840	2,904	0,865	11,840	2,902	0,924	11,840	2,938	0,775	11,840	2,934	0,776	11,840	3,030	0,359	11,840	2,997	0,859	11,840	3,018	0,749	11,840	3,045	1,092	11,840	2,980	1,531	11,840	2,933	2,263	11,840	2,955	3,051	11,840	2,860	3,441
11,860	2,963	0,762	11,860	2,968	0,677	11,860	2,978	0,767	11,860	2,908	0,874	11,860	2,907	0,929	11,860	2,944	0,771	11,860	2,939	0,768	11,860	3,035	0,353	11,860	3,002	0,840	11,860	3,023	0,725	11,860	3,050	1,088	11,860	2,985	1,498	11,860	2,939	2,212	11,860	2,960	3,079	11,860	2,865	3,318
11,880	2,968	0,754	11,880	2,974	0,672	11,880	2,983	0,754	11,880	2,913	0,881	11,880	2,912	0,931	11,880	2,949	0,765	11,880	2,944	0,759	11,880	3,040	0,347	11,880	3,007	0,817	11,880	3,028	0,703	11,880	3,055	1,075	11,880	2,990	1,468	11,880	2,944	2,166	11,880	2,966	3,111	11,880	2,870	3,204
11,900	2,973	0,745	11,900	2,979	0,663	11,900	2,988	0,745	11,900	2,920	0,881	11,900	2,918	0,932	11,900	2,954	0,758	11,900	2,950	0,749	11,900	3,045	0,340	11,900	3,012	0,792	11,900	3,033	0,680	11,900	3,060	1,069	11,900	2,995	1,441	11,900	2,949	2,125	11,900	2,971	3,153	11,900	2,875	3,101
11,920	2,979	0,735	11,920	2,984	0,654	11,920	2,993	0,735	11,920	2,925	0,889	11,920	2,923	0,930	11,920	2,959	0,748	11,920	2,955	0,736	11,920	3,051	0,334	11,920	3,018	0,768	11,920	3,039	0,624	11,920	3,066	1,066	11,920	3,001	1,411	11,920	2,955	2,089	11,920	2,976	3,202	11,920	2,881	3,006
11,940	2,983	0,723	11,940	2,989	0,644	11,940	2,999	0,709	11,940	2,930	0,891	11,940	2,928	0,935	11,940	2,965	0,739	11,940	2,960	0,722	11,940	3,056	0,324	11,940	3,023	0,745	11,940	3,044	0,636	11,940	3,071	1,067	11,940	3,006	1,401	11,940	2,960	2,058	11,940	2,982	3,225	11,940	2,886	2,917
11,960	2,989	0,710	11,960	2,994	0,651	11,960	3,004	0,691	11,960	2,935	0,889	11,960	2,934	0,924	11,960	2,970	0,727	11,960	2,965	0,708	11,960	3,061	0,321	11,960	3,029	0,717	11,960	3,049	0,625	11,960	3,076	1,068	11,960	3,011	1,385	11,960	2,965	2,033	11,960	2,987	3,311	11,960	2,891	2,836
11,980	2,994	0,696	11,980	2,999	0,621	11,980	3,009	0,673	11,980	2,940	0,887	11,980	2,939	0,915	11,980	2,975	0,715	11,980	2,971	0,693	11,980	3,066	0,315	11,980	3,034	0,701	11,980	3,055	0,610	11,980	3,081	1,072	11,980	3,017	1,375	11,980	2,971	2,051	11,980	2,993	3,383	11,980	2,897	2,764
12,000	3,000	0,680	12,000	3,005	0,606	12,000	3,014	0,653	12,000	2,946	0,882	12,000	2,944	0,906	12,000	2,981	0,701	12,000	2,977	0,676	12,000	3,072	0,308	12,000	3,039	0,681	12,000	3,060	0,633	12,000	3,087	1,080	12,000	3,022	1,369	12,000	2,976	2,010	12,000	2,997	3,461	12,000	2,902	2,698
12,020	3,005	0,663	12,020	3,011	0,592	12,020	3,020	0,635	12,020	2,951	0,877	12,020	2,949	0,899	12,020	2,986	0,667	12,020	2,982	0,659	12,020	3,077	0,302	12,020	3,045	0,663	12,020	3,065	0,594	12,020	3,092	1,090	12,020	3,027	1,366	12,020	2,981	2,000	12,020	3,003	3,545	12,020	2,907	2,637
12,040	3,010	0,647	12,040	3,016	0,577	12,040	3,025	0,617	12,040	2,956	0,869	12,040	2,955	0,888	12,040	2,991	0,663	12,040	2,987	0,642	12,040	3,082	0,296	12,040	3,050	0,646	12,040	3,071	0,575	12,040	3,097	1,096	12,040	3,032	1,367	12,040	2,987	1,996	12,040	3,008	3,637	12,040	2,912	2,584
12,060	3,015	0,595	12,060	3,021	0,561	12,060	3,030	0,602	12,060	2,962	0,861	12,060	2,960	0,872	12,060	2,997	0,651	12,060	2,992	0,624	12,060	3,087	0,290	12,060	3,054	0,629	12,060	3,076	0,564	12,060	3,103	1,112	12,060	3,038	1,370	12,060	2,992	1,999	12,060	3,013	3,741	12,060	2,918	2,542
12,080	3,021	0,605	12,080	3,026	0,546	12,080	3,035	0,582	12,080	2,967	0,850	12,080	2,966	0,856	12,080	3,001	0,640	12,080	2,997	0,579	12,080	3,093	0,285	12,080	3,060	0,614	12,080	3,082	0,556	12,080	3,108	1,131	12,080	3,043	1,421	12,080	2,997	2,006	12,080	3,019	3,839	12,080	2,923	2,504
12,100	3,026	0,592	12,100	3,032	0,503	12,100	3,041	0,566	12,100	2,972	0,839	12,100	2,970	0,840	12,100	3,007	0,617	12,100	3,003	0,579	12,100	3,098	0,278	12,100	3,066	0,602	12,100	3,086	0,547	12,100	3,113	1,150	12,100	3,048	1,406	12,100	3,002	2,018	12,100	3,024	3,950	12,100	2,928	2,473
12,120	3,032	0,574	12,120	3,037	0,513	12,120	3,046	0,549	12,120	2,978	0,826	12,120	2,976	0,823	12,120	3,013	0,600	12,120	3,008	0,570	12,120	3,104	0,273	12,120	3,071	0,590	12,120	3,092	0,541	12,120	3,118	1,192	12,120	3,054	1,416	12,120	3,007	2,035	12,120	3,029	4,064	12,120	2,934	2,453
12,140	3,037	0,558	12,140	3,042	0,501	12,140	3,052	0,534	12,140	2,983	0,812	12,140	2,981	0,805	12,140	3,017	0,583	12,140	3,013	0,556	12,140	3,109	0,255	12,140	3,076	0,579	12,140	3,097	0,535	12,140	3,123	1,198	12,140	3,059	1,433	12,140	3,013	2,057	12,140	3,034	4,187	12,140	2,939	2,440
12,160	3,042	0,543	12,160	3,048	0,488	12,160	3,057	0,518	12,160	2,988	0,796	12,160	2,987	0,785	12,160	3,023	0,566	12,160	3,019	0,537	12,160	3,114	0,257	12,160	3,082	0,570	12,160	3,102	0,529	12,160	3,128	1,221	12,160	3,064	1,453	12,160	3,018	2,082	12,160	3,039	4,317	12,160	2,944	2,434
12,180	3,047	0,527	12,180	3,053	0,473	12,180	3,062	0,503	12,180	2,993	0,779	12,180	2,992	0,764	12,180	3,028	0,549	12,180	3,024	0,521	12,180	3,119	0,257	12,180	3,087	0,562	12,180	3,108	0,527	12,180	3,133	1,250	12,180	3,069	1,475	12,180	3,023	2,113	12,180	3,045	4,453	12,180	2,949	2,436
12,200	3,053	0,512	12,200	3,058	0,460	12,200	3,067	0,488	12,200	2,999	0,761	12,200	2,997	0,744	12,200	3,034	0,533	12,200	3,029	0,504	12,200	3,124	0,253	12,200	3,092	0,554	12,200	3,113	0,525	12,200	3,139	1,280	12,200	3,075	1,495	12,200	3,029	2,149	12,200	3,050	4,593	12,200	2,954	2,444
12,220	3,058	0,497	12,220	3,063	0,446	12,220	3,073	0,474	12,220	3,004	0,742	12,220	3,002	0,724	12,220	3,038	0,518	12,220	3,034	0,488	12,220	3,129	0,249	12,220	3,097	0,529	12,220	3,118	0,524	12,220	3,144	1,311	12,220	3,080	1,524	12,220	3,034	2,189	12,220	3,056	4,742	12,220	2,960	2,461
12,240	3,063	0,481	12,240	3,069	0,433	12,240	3,078	0,459	12,240	3,009	0,737	12,240	3,008	0,704	12,240	3,045	0,503	12,240	3,040	0,472	12,240	3,134	0,245	12,240	3,103	0,533	12,240	3,123	0,525	12,240	3,149	1,346	12,240	3,086	1,557	12,240	3,040	2,232	12,240	3,061	4,896	12,240	2,965	2,483
12,260	3,069	0,467	12,260	3,074	0,419	12,260	3,083	0,419	12,260	3,015	0,711	12,260	3,013	0,684	12,260	3,049	0,487	12,260	3,045	0,456	12,260	3,139	0,242	12,260	3,107	0,540	12,260	3,128	0,507	12,260	3,154	1,383	12,260	3,091	1,592	12,260	3,045	2,284	12,260	3,066	5,057	12,260	2,971	2,512
12,280	3,074	0,452	12,280	3,079	0,406	12,280	3,089	0,431	12,280	3,020	0,684	12,280	3,018	0,673	12,280	3,055	0,473	12,280	3,050	0,442	12,280	3,144	0,239	12,280	3,113	0,538	12,280	3,133	0,523	12,280	3,160	1,420	12,280	3,096	1,632	12,280	3,050	2,339	12,280	3,071	5,221	12,280	2,975	2,548
12,300	3,079	0,439	12,300	3,085	0,395	12,300	3,094	0,423	12,300	3,025	0,665	12,300	3,024	0,683	12,300	3,060	0,458	12,300	3,055	0,428	12,300	3,150	0,237	12,300	3,118	0,537	12,300	3,138	0,530	12,300	3,162	1,436	12,300	3,101	1,673	12,300	3,056	2,397	12,300	3,077	5,405	12,300	2,981	2,590
12,320	3,084	0,425	12,320	3,090	0,383	12,320	3,099	0,413	12,320	3,030	0,646	12,320	3,029	0,632	12,320	3,065	0,444	12,320	3,061	0,415	12,320	3,155	0,234	12,320	3,123	0,566	12,320	3,144	0,515	12,320	3,162	1,433	12,320	3,106	1,717	12,320	3,061	2,453	12,320	3,082	5,575	12,320	2,986	2,639
12,340	3,090	0,414	12,340	3,095	0,372	12,340	3,105	0,405	12,340	3,035	0,628	12,340	3,034	0,611	12,340	3,070	0,431	12,340	3,066	0,402	12,340	3,160	0,232	12,340	3,128	0,540	12,340	3,149	0,536	12,340	3,162	1,431	12,340	3,111	1,761	12,340	3,066	2,519	12,340	3,088	5,754	12,340	2,992	2,695
12,360	3,095	0,403	12,360	3,100	0,363	12,360	3,110	0,397	12,360	3,041	0,617	12,360	3,039	0,599	12,360	3,076	0,416	12,360	3,071	0,391	12,360	3,166	0,230	12,360	3,133	0,541	12,360	3,154	0,545	12,360	3,162	1,431	12,360	3,117	1,810	12,360	3,071	2,595	12,360	3,092	5,939	12,360	2,997	2,759
12,380	3,100	0,392	12,380	3,106	0,354	12,380	3,115	0,391	12,380	3,046	0,595	12,380	3,045	0,578	12,380	3,081	0,404	12,380	3,076	0,380	12,380	3,170	0,224	12,380	3,138	0,544	12,380	3,160	0,553	12,380	3,162	1,390	12,380	3,122	1,861	12,380	3,076	2,670	12,380	3,098	6,129	12,380	3,002	2,828
12,400	3,106	0,421	12,400	3,111	0,346	12,400	3,120	0,384	12,400	3,052	0,578	12,400	3,050	0,561	12,400	3,086	0,397	12,400	3,082	0,369	12,400	3,170	0,212	12,400	3,143	0,547	12,400	3,165	0,545	12,400	3,162	1,403	12,400	3,127	1,917	12,400	3,082	2,749	12,400	3,103	6,323	12,400	3,008	2,904
12,420	3,110	0,389	12,420	3,116	0,338	12,420	3,125	0,378	12,420	3,057	0,562	12,420	3,055	0,546	12,420	3,092	0,388	12,420	3,087	0,361	12,420	3,170	0,210	12,420	3,149	0,553	12,420	3,169	0,562	12,420	3,162	1,428	12,420	3,132	1,966	12,420	3,087	2,832	12,420	3,108	6,520	12,420	3,012	2,986
12,440	3,116	0,370	12,440	3,121	0,331	12,440	3,130	0,373	12,440	3,063	0,547	12,440	3,061	0,530	12,440	3,097	0,380	12,440	3,093	0,352	12,440	3,170	0,214	12,440	3,154	0,559	12,440	3,169	0,555	12,440	3,162	1,437	12,440	3,137	2,006	12,440	3,093	2,921	12,440	3,114	6,719	12,440	3,018	3,076
12,460	3,121	0,362	12,460	3,126	0,325	12,460	3,136	0,369	12,460	3,068	0,531	12,460	3,066	0,517	12,460	3,103	0,372	12,460	3,098	0,344	12,460	3,169	0,209	12,460	3,159	0,566	12,460	3,169	0,552	12,460	3,162	1,425	12,460	3,142	2,082	12,460	3,098	3,015	12,460	3,119	6,920	12,460	3,023	3,172
12,480	3,126	0,356	12,480	3,131	0,318	12,480	3,141	0,365	12,480	3,073	0,516	12,480	3,071	0,505	12,480	3,107	0,364	12,480	3,104	0,337	12,480	3,169	0,213	12,480	3,165	0,575	12,480	3,169	0,553	12,480	3,164	1,433	12,480	3,148	2,144	12,480	3,103	3,109	12,480	3,124	7,120	12,480	3,028	3,274
12,500	3,131	0,349	12,500	3,136	0,313	12,500	3,146	0,362	12,500	3,078	0,503	12,500	3,076	0,493	12,500	3,113	0,358	12,500	3,108	0,330	12,500	3,169	0,209	12,500	3,170	0,588	12,500	3,169	0,552	12,500	3,164	1,443	12,500	3,153	2,212	12,500	3,108	3,207	12,500	3,129	7,319	12,500	3,034	3,383
12,520	3,136	0,356	12,520	3,142	0,307	12,520	3,151	0,360	12,520	3,083	0,490	12,520	3,082	0,483	12,520	3,118	0,352	12,520	3,114	0,324	12,520	3,169	0,209	12,520	3,171	0,569	12,520	3,169	0,551	12,520	3,164	1,448	12,520	3,158	2,283	12,520	3,114	3,311	12,520	3,134	7,514	12,520	3,039	3,498
12,540	3,141	0,342	12,540	3,147	0,305	12,540	3,156	0,359	12,540	3,089	0,478	12,540	3,087	0,474	12,540	3,123	0,347	12,540	3,119	0,319	12,540	3,170	0,209	12,540	3,170	0,569	12,540	3,169	0,551	12,540	3,164	1,444	12,540	3,163	2,354	12,540	3,119	3,414	12,540	3,139	7,706	12,540	3,044	3,618
12,560	3,147	0,337	12,560	3,152	0,301	12,560	3,162	0,359	12,560	3,094	0,469	12,560	3,092	0,465	12,560	3,128	0,343	12,560	3,124	0,315	12,560	3,169	0,208	12,560	3,170	0,609	12,560	3,169	0,550	12,560	3,164	1,443	12,560	3,167	2,414	12,560	3,123	3,527	12,560	3,145	7,889	12,560	3,050	3,744
12,580	3,152	0,335	12,580	3,157	0,298	12,580	3,167	0,358	12,580	3,099	0,458	12,580	3,098	0,458	12,580	3,133	0,340	12,580	3,129	0,311	12,580	3,169	0,208	12,580	3,170	0,573	12,580	3,169	0,549	12,580	3,165	1,444	12,580	3,167	2,413	12,580	3,128	3,642	12,580	3,150	8,065	12,580	3,055	3,876
12,600	3,158	0,334	12,600	3,163	0,296	12,600	3,169	0,349	12,600	3,105	0,445	12,600	3,103	0,452	12,600	3,138	0,337	12,600	3,134	0,309	12,600	3,169	0,208	12,600	3,170	0,559	12,600	3,169	0,549	12,600	3,164	1,443	12,600	3,167	2,410	12,600	3,134	3,760	12,600	3,155	8,232	12,600	3,060	4,017
12,620	3,162	0,333	12,620	3,168	0,293	12,620	3,169	0,343	12,620	3,110	0,444	12,620	3,108	0,447	12,620	3,144	0,335	12,620	3,139	0,306	12,620	3,169	0,208	12,620	3,170	0,566	12,620	3,169	0,550	12,620	3,164	1,444	12,620	3,167	2,409	12,620	3,139	3,885	12,620	3,160	8,385	12,620	3,066	4,162
12,640	3,166	0,323	12,640	3,169	0,274	12,640	3,169	0,342	12,640	3,115	0,438	12,640	3,114	0,407	12,640	3,149	0,333	12,640	3,145	0,303	12,640	3,169	0,207	12,640	3,170	0,567	12,640	3,169	0,549	12,640	3,164	1,442	12,640	3,167	2,408	12,640	3,144	4,007	12,640	3,165	8,526	12,640	3,070	4,312
12,660	3,165	0,315	12,660	3,170	0,274	12,660	3,169	0,341	12,660	3,120	0,432	12,660	3,119	0,431	12,660	3,154	0,333	12,660	3,150	0,303	12,660	3,169	0,207	12,660	3,170	0,567	12,660	3,169	0,549	12,660	3,165	1,442	12,660	3,167	2,407	12,660	3,149	4,127	12,660	3,168	8,607	12,660	3,076	4,469
12,680	3,165	0,314	12,680	3,170	0,275	12,680	3,169	0,341	12,680	3,125	0,427	12,680	3,124	0,432	12,680	3,160	0,334	12,680	3,155	0,302	12,680	3,169	0,207	12,680	3,170	0,566	12,680	3,169	0,549	12,680	3,164	1,442	12,680	3,167	2,407	12,680	3,155	4,257	12,680	3,168	8,618	12,680	3,081	4,632
12,700	3,165	0,313	12,700	3,170	0,275	12,700	3,169	0,338	12,700	3,130	0,423	12,700	3,128	0,430	12,700	3,165	0,334	12,700	3,160	0,305	12,700	3,169	0,207	12,700	3,170	0,566	12,700	3,169	0,548	12,700	3,163	1,441	12,700	3,167	2,406	12,700	3,160	4,386	12,700	3,167	8,585	12,700	3,087	4,800
12,720	3,165	0,313	12,720	3,170	0,275	12,720	3,169	0,339	12,720	3,135	0,419	12,720	3,134	0,429	12,720	3,168	0,327	12,720	3,166	0,306	12,720	3,169	0,207	12,720	3,170	0,565	12,720	3,169	0,548	12,720	3,164	1,441	12,720	3,167	2,405	12,720	3,165	4,518	12,720	3,167	8,551	12,720	3,092	4,972
12,740	3,165	0,310	12,740	3,170	0,274	12,740	3,169	0,339	12,740	3,141	0,416	12,740	3,139	0,429	12,740	3,168	0,319	12,740	3,170	0,305	12,740	3,169	0,207	12,740	3,170	0,565	12,740	3,169	0,548	12,740	3,164	1,441	12,740	3,167	2,412	12,740	3,167	4,591	12,740	3,167	8,526	12,740	3,097	5,150
12,760	3,166	0,310	12,760	3,170	0,274	12,760	3,169	0,339	12,760	3,146	0,414	12,760	3,144	0,429	12,760	3,168	0,318	12,760	3,170	0,295	12,760	3,169	0,206	12,760	3,170	0,565	12,760	3,169	0,527	12,760	3,164	1,442	12,760	3,167	2,411	12,760	3,167	4,587	12,760	3,166	8,549	12,760	3,102	5,331
12,780	3,166	0,312	12,780	3,170	0,274	12,780	3,169	0,338	12,780	3,151	0,413	12,780	3,149	0,430	12,780	3,168	0,310	12,780	3,170	0,292	12,780	3,169	0,204	12,780	3,170	0,559	12,780	3,169	0,509	12,780	3,164	1,441	12,780	3,167	2,428	12,780	3,167	4,567	12,780	3,166	8,549	12,780	3,108	5,515
12,800	3,166	0,311	12,800	3,170	0,273	12,800	3,169	0,338	12,800	3,156	0,413	12,800	3,155	0,432	12,800	3,168	0,316	12,800	3,170	0,291	12,800	3,170	0,204	12,800	3,170	0,559	12,800	3,169	0,544	12,800	3,164	1,440	12,800	3,166	2,415	12,800	3,167	4,571	12,800	3,166	8,548	12,800	3,113	5,703
12,820	3,166	0,311	12,820	3,170	0,273	12,820	3,169	0,338	12,820	3,162	0,414	12,820	3,160	0,435	12,820	3,168	0,316	12,820	3,170	0,291	12,820	3,170	0,205				12,820	3,169	0,547	12,820	3,164	1,446	12,820	3,165	2,397	12,820	3,167	4,581	12,820	3,166	8,547	12,820	3,118	5,892
12,840	3,166	0,310	12,840	3,170	0,273	12,840	3,169	0,338	12,840	3,167	0,416	12,840	3,165	0,438	12,840	3,168	0,315	12,840	3,170	0,289	12,840	3,170	0,205				12,840	3,170	0,548	12,840	3,163	1,434	12,840	3,165	2,385	12,840	3,167	4,581	12,840	3,166	8,547	12,840	3,123	6,083
12,860	3,167	0,310	12,860	3,170	0,272	12,860	3,169	0,337	12,860	3,171	0,416	12,860	3,169	0,434	12,860	3,168	0,314	12,860	3,170	0,290	12,860	3,170	0,205				12,860	3,169	0,545	12,860	3,163	1,432	12,860	3,164	2,384	12,860	3,167	4,579	12,860	3,166	8,546	12,860	3,129	6,273
