Zeit (s) Messreihe #1;Spannung, Ch A (V) Messreihe #1;Spannung, Ch B (V) Messreihe #1;Zeit (s) Ringkern 1 Schalter Links;Spannung, Ch A (V) Ringkern 1 Schalter Links;Spannung, Ch B (V) Ringkern 1 Schalter Links;Zeit (s) RK1 Schalter links R_V;Spannung, Ch A (V) RK1 Schalter links R_V;Spannung, Ch B (V) RK1 Schalter links R_V;Zeit (s) Messreihe #4;Spannung, Ch A (V) Messreihe #4;Spannung, Ch B (V) Messreihe #4;Zeit (s) Messreihe #5;Spannung, Ch A (V) Messreihe #5;Spannung, Ch B (V) Messreihe #5;Zeit (s) Messreihe #6;Spannung, Ch A (V) Messreihe #6;Spannung, Ch B (V) Messreihe #6;Zeit (s) Messreihe #7;Spannung, Ch A (V) Messreihe #7;Spannung, Ch B (V) Messreihe #7;Zeit (s) Messreihe #8;Spannung, Ch A (V) Messreihe #8;Spannung, Ch B (V) Messreihe #8;Zeit (s) Messreihe #9;Spannung, Ch A (V) Messreihe #9;Spannung, Ch B (V) Messreihe #9;Zeit (s) Messreihe #10;Spannung, Ch A (V) Messreihe #10;Spannung, Ch B (V) Messreihe #10;Zeit (s) Messreihe #11;Spannung, Ch A (V) Messreihe #11;Spannung, Ch B (V) Messreihe #11;Zeit (s) Messreihe #12;Spannung, Ch A (V) Messreihe #12;Spannung, Ch B (V) Messreihe #12;Zeit (s) Messreihe #13;Spannung, Ch A (V) Messreihe #13;Spannung, Ch B (V) Messreihe #13;Zeit (s) Messreihe #14;Spannung, Ch A (V) Messreihe #14;Spannung, Ch B (V) Messreihe #14;Zeit (s) Messreihe #15;Spannung, Ch A (V) Messreihe #15;Spannung, Ch B (V) Messreihe #15;Zeit (s) Messreihe #16;Spannung, Ch A (V) Messreihe #16;Spannung, Ch B (V) Messreihe #16
;;;;;;237,050;4,720;0,048;;;;;;;;;;;;;237,050;-0,385;-0,592;237,050;-5,514;-0,067;;;;;;;;;;;;;;;;237,050;2,183E-4;-0,776;237,050;0,806;-0,003
;;;;;;237,100;4,767;0,047;;;;;;;;;;;;;237,100;-0,386;-0,591;237,100;-5,514;-0,068;;;;;;;;;;;;;;;;237,100;4,758E-4;-0,777;237,100;0,806;-0,004
;;;;;;237,150;4,787;0,048;;;;;;;;;;;;;237,150;-0,386;-0,593;237,150;-5,512;-0,067;;;;;;;;;;;;;;;;237,150;4,758E-4;-0,776;237,150;0,806;-0,003
;;;;;;237,200;4,807;0,048;;;;;;;;;;;;;237,200;-0,386;-0,592;237,200;-5,494;-0,068;;;;;;;;;;;;;;;;237,200;1,328E-4;-0,777;237,200;0,806;-0,004
;;;;;;237,250;4,836;0,049;;;;;;;;;;;;;237,250;-0,386;-0,593;237,250;-5,487;-0,067;;;;;;;;;;;;;;;;237,250;7,676E-4;-0,776;237,250;0,806;-0,003
;;;;;;237,300;4,859;0,048;;;;;;;;;;;;;237,300;-0,392;-0,592;237,300;-5,487;-0,068;;;;;;;;;;;;;;;;237,300;3,647E-4;-0,777;237,300;0,806;-0,004
;;;;;;237,350;4,879;0,049;;;;;;;;;;;;;237,350;-0,405;-0,594;237,350;-5,487;-0,067;;;;;;;;;;;;;;;;237,350;1,182E-4;-0,776;237,350;0,805;-0,003
;;;;;;237,400;4,896;0,048;;;;;;;;;;;;;237,400;-0,411;-0,594;237,400;-5,481;-0,067;;;;;;;;;;;;;;;;237,400;5,637E-4;-0,776;237,400;0,805;-0,004
;;;;;;237,450;4,918;0,049;;;;;;;;;;;;;237,450;-0,415;-0,596;237,450;-5,456;-0,067;;;;;;;;;;;;;;;;237,450;3,367E-4;-0,776;237,450;0,805;-0,003
;;;;;;237,500;4,949;0,048;;;;;;;;;;;;;237,500;-0,419;-0,595;237,500;-5,452;-0,067;;;;;;;;;;;;;;;;237,500;2,927E-4;-0,777;237,500;0,804;-0,004
;;;;;;237,550;4,984;0,049;;;;;;;;;;;;;237,550;-0,421;-0,597;237,550;-5,451;-0,067;;;;;;;;;;;;;;;;237,550;5,469E-5;-0,776;237,550;0,804;-0,003
;;;;;;237,600;5,018;0,049;;;;;;;;;;;;;237,600;-0,423;-0,596;237,600;-5,439;-0,067;;;;;;;;;;;;;;;;237,600;5,430E-4;-0,776;237,600;0,803;-0,004
;;;;;;237,650;5,048;0,050;;;;;;;;;;;;;237,650;-0,425;-0,598;237,650;-5,432;-0,067;;;;;;;;;;;;;;;;237,650;3,940E-4;-0,776;237,650;0,802;-0,003
;;;;;;237,700;5,051;0,049;;;;;;;;;;;;;237,700;-0,426;-0,597;237,700;-5,412;-0,067;;;;;;;;;;;;;;;;237,700;6,138E-4;-0,776;237,700;0,799;-0,005
;;;;;;237,750;5,051;0,050;;;;;;;;;;;;;237,750;-0,427;-0,598;237,750;-5,407;-0,066;;;;;;;;;;;;;;;;237,750;2,585E-4;-0,776;237,750;0,799;-0,003
;;;;;;237,800;5,052;0,049;;;;;;;;;;;;;237,800;-0,428;-0,597;237,800;-5,408;-0,067;;;;;;;;;;;;;;;;237,800;4,014E-4;-0,776;237,800;0,797;-0,004
;;;;;;237,850;5,052;0,050;;;;;;;;;;;;;237,850;-0,429;-0,599;237,850;-5,402;-0,066;;;;;;;;;;;;;;;;237,850;4,673E-4;-0,776;237,850;0,797;-0,003
;;;;;;237,900;5,052;0,049;;;;;;;;;;;;;237,900;-0,429;-0,597;237,900;-5,386;-0,067;;;;;;;;;;;;;;;;237,900;4,209E-4;-0,776;237,900;0,797;-0,004
;;;;;;237,950;5,052;0,050;;;;;;;;;;;;;237,950;-0,429;-0,598;237,950;-5,358;-0,066;;;;;;;;;;;;;;;;237,950;8,887E-5;-0,776;237,950;0,796;-0,003
;;;;;;238,000;5,051;0,049;;;;;;;;;;;;;238,000;-0,434;-0,598;238,000;-5,354;-0,067;;;;;;;;;;;;;;;;238,000;-1,711E-4;-0,777;238,000;0,794;-0,005
;;;;;;238,050;5,052;0,050;;;;;;;;;;;;;238,050;-0,443;-0,599;238,050;-5,342;-0,066;;;;;;;;;;;;;;;;238,050;4,343E-4;-0,776;238,050;0,791;-0,004
;;;;;;238,100;5,052;0,049;;;;;;;;;;;;;238,100;-0,447;-0,599;238,100;-5,328;-0,066;;;;;;;;;;;;;;;;238,100;4,563E-4;-0,776;238,100;0,791;-0,004
;;;;;;238,150;5,055;0,050;;;;;;;;;;;;;238,150;-0,449;-0,600;238,150;-5,327;-0,066;;;;;;;;;;;;;;;;238,150;3,074E-4;-0,776;238,150;0,789;-0,004
;;;;;;238,200;5,056;0,049;;;;;;;;;;;;;238,200;-0,451;-0,600;238,200;-5,327;-0,067;;;;;;;;;;;;;;;;238,200;4,893E-4;-0,776;238,200;0,786;-0,005
;;;;;;238,250;5,077;0,050;;;;;;;;;;;;;238,250;-0,453;-0,601;238,250;-5,327;-0,066;;;;;;;;;;;;;;;;238,250;3,025E-4;-0,776;238,250;0,783;-0,004
;;;;;;238,300;5,094;0,049;;;;;;;;;;;;;238,300;-0,454;-0,600;238,300;-5,327;-0,067;;;;;;;;;;;;;;;;238,300;5,796E-4;-0,776;238,300;0,782;-0,005
;;;;;;238,350;5,118;0,050;;;;;;;;;;;;;238,350;-0,455;-0,602;238,350;-5,328;-0,066;;;;;;;;;;;;;;;;238,350;4,172E-4;-0,776;238,350;0,781;-0,004
;;;;;;238,400;5,135;0,049;;;;;;;;;;;;;238,400;-0,455;-0,600;238,400;-5,328;-0,067;;;;;;;;;;;;;;;;238,400;2,463E-4;-0,776;238,400;0,779;-0,005
;;;;;;238,450;5,143;0,050;;;;;;;;;;;;;238,450;-0,456;-0,602;238,450;-5,328;-0,066;;;;;;;;;;;;;;;;238,450;3,843E-4;-0,776;238,450;0,777;-0,004
;;;;;;238,500;5,171;0,050;;;;;;;;;;;;;238,500;-0,456;-0,601;238,500;-5,327;-0,067;;;;;;;;;;;;;;;;238,500;5,735E-4;-0,776;238,500;0,778;-0,005
;;;;;;238,550;5,177;0,050;;;;;;;;;;;;;238,550;-0,457;-0,602;238,550;-5,328;-0,066;;;;;;;;;;;;;;;;238,550;3,367E-4;-0,776;238,550;0,775;-0,004
;;;;;;238,600;5,215;0,050;;;;;;;;;;;;;238,600;-0,457;-0,601;238,600;-5,327;-0,067;;;;;;;;;;;;;;;;238,600;2,854E-4;-0,777;238,600;0,774;-0,005
;;;;;;238,650;5,260;0,051;;;;;;;;;;;;;238,650;-0,457;-0,602;238,650;-5,318;-0,066;;;;;;;;;;;;;;;;238,650;4,709E-4;-0,776;238,650;0,774;-0,004
;;;;;;238,700;5,283;0,050;;;;;;;;;;;;;238,700;-0,459;-0,601;238,700;-5,299;-0,067;;;;;;;;;;;;;;;;238,700;2,524E-4;-0,777;238,700;0,773;-0,005
;;;;;;238,750;5,321;0,051;;;;;;;;;;;;;238,750;-0,475;-0,603;238,750;-5,293;-0,066;;;;;;;;;;;;;;;;238,750;6,541E-4;-0,776;238,750;0,772;-0,005
;;;;;;238,800;5,351;0,051;;;;;;;;;;;;;238,800;-0,482;-0,602;238,800;-5,290;-0,066;;;;;;;;;;;;;;;;238,800;5,454E-4;-0,776;238,800;0,769;-0,006
;;;;;;238,850;5,380;0,051;;;;;;;;;;;;;238,850;-0,486;-0,604;238,850;-5,280;-0,066;;;;;;;;;;;;;;;;238,850;8,579E-4;-0,776;238,850;0,767;-0,005
;;;;;;238,900;5,386;0,051;;;;;;;;;;;;;238,900;-0,489;-0,603;238,900;-5,277;-0,066;;;;;;;;;;;;;;;;238,900;2,830E-4;-0,777;238,900;0,767;-0,006
;;;;;;238,950;5,413;0,052;;;;;;;;;;;;;238,950;-0,491;-0,605;238,950;-5,258;-0,065;;;;;;;;;;;;;;;;238,950;2,402E-4;-0,776;238,950;0,766;-0,005
;;;;;;239,000;5,424;0,051;;;;;;;;;;;;;239,000;-0,493;-0,604;239,000;-5,257;-0,066;;;;;;;;;;;;;;;;239,000;3,123E-4;-0,776;239,000;0,765;-0,006
;;;;;;239,050;5,454;0,052;;;;;;;;;;;;;239,050;-0,494;-0,605;239,050;-5,257;-0,065;;;;;;;;;;;;;;;;239,050;3,599E-4;-0,776;239,050;0,764;-0,005
;;;;;;239,100;5,497;0,051;;;;;;;;;;;;;239,100;-0,495;-0,604;239,100;-5,257;-0,066;;;;;;;;;;;;;;;;239,100;2,354E-4;-0,776;239,100;0,764;-0,006
;;;;;;239,150;5,523;0,052;;;;;;;;;;;;;239,150;-0,495;-0,605;239,150;-5,257;-0,066;;;;;;;;;;;;;;;;239,150;1,804E-4;-0,776;239,150;0,763;-0,005
;;;;;;239,200;5,539;0,052;;;;;;;;;;;;;239,200;-0,496;-0,604;239,200;-5,254;-0,066;;;;;;;;;;;;;;;;239,200;5,698E-4;-0,776;239,200;0,762;-0,006
;;;;;;239,250;5,546;0,053;;;;;;;;;;;;;239,250;-0,496;-0,606;239,250;-5,242;-0,065;;;;;;;;;;;;;;;;239,250;1,768E-4;-0,776;239,250;0,762;-0,005
;;;;;;239,300;5,597;0,052;;;;;;;;;;;;;239,300;-0,501;-0,605;239,300;-5,238;-0,066;;;;;;;;;;;;;;;;239,300;2,134E-4;-0,776;239,300;0,758;-0,006
;;;;;;239,350;5,664;0,053;;;;;;;;;;;;;239,350;-0,503;-0,606;239,350;-5,183;-0,065;;;;;;;;;;;;;;;;239,350;6,272E-4;-0,776;239,350;0,756;-0,005
;;;;;;239,400;5,776;0,053;;;;;;;;;;;;;239,400;-0,504;-0,605;239,400;-5,155;-0,065;;;;;;;;;;;;;;;;239,400;5,247E-4;-0,776;239,400;0,756;-0,006
;;;;;;239,450;5,861;0,054;;;;;;;;;;;;;239,450;-0,504;-0,606;239,450;-5,155;-0,065;;;;;;;;;;;;;;;;239,450;5,149E-4;-0,776;239,450;0,755;-0,005
;;;;;;239,500;5,914;0,054;;;;;;;;;;;;;239,500;-0,505;-0,605;239,500;-5,155;-0,065;;;;;;;;;;;;;;;;239,500;3,135E-4;-0,776;239,500;0,754;-0,007
;;;;;;239,550;5,926;0,054;;;;;;;;;;;;;239,550;-0,511;-0,607;239,550;-5,145;-0,065;;;;;;;;;;;;;;;;239,550;4,575E-4;-0,776;239,550;0,753;-0,005
;;;;;;239,600;5,934;0,053;;;;;;;;;;;;;239,600;-0,519;-0,606;239,600;-5,122;-0,065;;;;;;;;;;;;;;;;239,600;4,172E-4;-0,776;239,600;0,753;-0,007
;;;;;;239,650;5,944;0,054;;;;;;;;;;;;;239,650;-0,522;-0,608;239,650;-5,103;-0,065;;;;;;;;;;;;;;;;239,650;4,050E-4;-0,776;239,650;0,752;-0,006
;;;;;;239,700;5,959;0,054;;;;;;;;;;;;;239,700;-0,523;-0,607;239,700;-5,102;-0,065;;;;;;;;;;;;;;;;239,700;2,512E-4;-0,776;239,700;0,752;-0,007
;;;;;;239,750;5,969;0,055;;;;;;;;;;;;;239,750;-0,525;-0,608;239,750;-5,098;-0,064;;;;;;;;;;;;;;;;239,750;6,370E-4;-0,776;239,750;0,752;-0,005
;;;;;;239,800;5,978;0,054;;;;;;;;;;;;;239,800;-0,526;-0,607;239,800;-5,085;-0,065;;;;;;;;;;;;;;;;239,800;6,492E-4;-0,776;239,800;0,752;-0,006
;;;;;;239,850;5,987;0,055;;;;;;;;;;;;;239,850;-0,526;-0,608;239,850;-5,071;-0,064;;;;;;;;;;;;;;;;239,850;3,049E-4;-0,776;239,850;0,752;-0,005
;;;;;;239,900;5,990;0,054;;;;;;;;;;;;;239,900;-0,527;-0,607;239,900;-5,070;-0,065;;;;;;;;;;;;;;;;239,900;3,831E-4;-0,776;239,900;0,751;-0,007
;;;;;;239,950;5,991;0,055;;;;;;;;;;;;;239,950;-0,527;-0,609;239,950;-5,070;-0,064;;;;;;;;;;;;;;;;239,950;4,563E-4;-0,776;239,950;0,751;-0,006
;;;;;;240,000;5,991;0,054;;;;;;;;;;;;;240,000;-0,527;-0,607;240,000;-5,070;-0,065;;;;;;;;;;;;;;;;240,000;3,013E-4;-0,776;240,000;0,751;-0,007
;;;;;;240,050;5,991;0,055;;;;;;;;;;;;;240,050;-0,527;-0,608;240,050;-5,050;-0,064;;;;;;;;;;;;;;;;240,050;5,369E-4;-0,776;240,050;0,751;-0,005
;;;;;;240,100;5,991;0,054;;;;;;;;;;;;;240,100;-0,528;-0,607;240,100;-5,039;-0,065;;;;;;;;;;;;;;;;240,100;5,149E-4;-0,776;240,100;0,751;-0,007
;;;;;;240,150;5,991;0,055;;;;;;;;;;;;;240,150;-0,531;-0,608;240,150;-5,032;-0,064;;;;;;;;;;;;;;;;240,150;4,355E-4;-0,776;240,150;0,750;-0,006
;;;;;;240,200;5,991;0,054;;;;;;;;;;;;;240,200;-0,539;-0,608;240,200;-5,026;-0,065;;;;;;;;;;;;;;;;240,200;4,209E-4;-0,776;240,200;0,748;-0,007
;;;;;;240,250;5,992;0,055;;;;;;;;;;;;;240,250;-0,541;-0,609;240,250;-5,026;-0,064;;;;;;;;;;;;;;;;240,250;2,402E-4;-0,776;240,250;0,748;-0,006
;;;;;;240,300;5,992;0,054;;;;;;;;;;;;;240,300;-0,543;-0,608;240,300;-5,026;-0,065;;;;;;;;;;;;;;;;240,300;7,029E-4;-0,776;240,300;0,746;-0,007
;;;;;;240,350;5,992;0,055;;;;;;;;;;;;;240,350;-0,544;-0,610;240,350;-5,025;-0,064;;;;;;;;;;;;;;;;240,350;3,330E-4;-0,776;240,350;0,744;-0,006
;;;;;;240,400;5,992;0,054;;;;;;;;;;;;;240,400;-0,545;-0,609;240,400;-5,006;-0,065;;;;;;;;;;;;;;;;240,400;3,562E-4;-0,776;240,400;0,742;-0,007
;;;;;;240,450;5,991;0,055;;;;;;;;;;;;;240,450;-0,557;-0,610;240,450;-4,982;-0,064;;;;;;;;;;;;;;;;240,450;4,807E-4;-0,776;240,450;0,742;-0,006
;;;;;;240,500;5,992;0,054;;;;;;;;;;;;;240,500;-0,561;-0,610;240,500;-4,976;-0,065;;;;;;;;;;;;;;;;240,500;2,366E-4;-0,776;240,500;0,742;-0,007
;;;;;;240,550;5,991;0,055;;;;;;;;;;;;;240,550;-0,563;-0,611;240,550;-4,957;-0,064;;;;;;;;;;;;;;;;240,550;6,934E-5;-0,776;240,550;0,742;-0,006
;;;;;;240,600;5,991;0,054;;;;;;;;;;;;;240,600;-0,565;-0,610;240,600;-4,951;-0,064;;;;;;;;;;;;;;;;240,600;4,587E-4;-0,776;240,600;0,742;-0,007
;;;;;;240,650;5,991;0,054;;;;;;;;;;;;;240,650;-0,566;-0,611;240,650;-4,935;-0,064;;;;;;;;;;;;;;;;240,650;3,269E-4;-0,776;240,650;0,741;-0,006
;;;;;;240,700;5,991;0,054;;;;;;;;;;;;;240,700;-0,567;-0,610;240,700;-4,924;-0,064;;;;;;;;;;;;;;;;240,700;3,757E-4;-0,776;240,700;0,742;-0,007
;;;;;;240,750;5,991;0,054;;;;;;;;;;;;;240,750;-0,567;-0,611;240,750;-4,916;-0,064;;;;;;;;;;;;;;;;240,750;2,695E-4;-0,776;240,750;0,742;-0,006
;;;;;;240,800;5,992;0,054;;;;;;;;;;;;;240,800;-0,568;-0,610;240,800;-4,908;-0,064;;;;;;;;;;;;;;;;240,800;3,611E-4;-0,776;240,800;0,742;-0,007
;;;;;;240,850;5,991;0,055;;;;;;;;;;;;;240,850;-0,568;-0,611;240,850;-4,884;-0,063;;;;;;;;;;;;;;;;240,850;4,575E-4;-0,776;240,850;0,739;-0,006
;;;;;;240,900;5,991;0,054;;;;;;;;;;;;;240,900;-0,574;-0,610;240,900;-4,854;-0,064;;;;;;;;;;;;;;;;240,900;2,390E-4;-0,776;240,900;0,738;-0,007
;;;;;;240,950;5,992;0,055;;;;;;;;;;;;;240,950;-0,587;-0,612;240,950;-4,843;-0,063;;;;;;;;;;;;;;;;240,950;3,281E-4;-0,776;240,950;0,737;-0,006
;;;;;;241,000;5,991;0,054;;;;;;;;;;;;;241,000;-0,591;-0,611;241,000;-4,831;-0,063;;;;;;;;;;;;;;;;241,000;3,391E-4;-0,776;241,000;0,736;-0,007
;;;;;;241,050;5,992;0,055;;;;;;;;;;;;;241,050;-0,594;-0,612;241,050;-4,822;-0,063;;;;;;;;;;;;;;;;241,050;1,401E-4;-0,776;241,050;0,735;-0,006
;;;;;;241,100;5,991;0,054;;;;;;;;;;;;;241,100;-0,596;-0,612;241,100;-4,804;-0,063;;;;;;;;;;;;;;;;241,100;4,539E-4;-0,776;241,100;0,733;-0,007
;;;;;;241,150;5,992;0,055;;;;;;;;;;;;;241,150;-0,603;-0,613;241,150;-4,796;-0,063;;;;;;;;;;;;;;;;241,150;3,696E-4;-0,776;241,150;0,733;-0,006
;;;;;;241,200;5,992;0,054;;;;;;;;;;;;;241,200;-0,612;-0,613;241,200;-4,767;-0,063;;;;;;;;;;;;;;;;241,200;1,523E-4;-0,776;241,200;0,732;-0,008
;;;;;;241,250;5,992;0,055;;;;;;;;;;;;;241,250;-0,615;-0,614;241,250;-4,761;-0,063;;;;;;;;;;;;;;;;241,250;4,819E-4;-0,776;241,250;0,729;-0,007
;;;;;;241,300;5,992;0,054;;;;;;;;;;;;;241,300;-0,617;-0,613;241,300;-4,742;-0,063;;;;;;;;;;;;;;;;241,300;3,013E-4;-0,776;241,300;0,728;-0,008
;;;;;;241,350;5,992;0,055;;;;;;;;;;;;;241,350;-0,619;-0,614;241,350;-4,737;-0,062;;;;;;;;;;;;;;;;241,350;4,893E-4;-0,776;241,350;0,727;-0,007
;;;;;;241,400;5,992;0,054;;;;;;;;;;;;;241,400;-0,634;-0,614;241,400;-4,727;-0,063;;;;;;;;;;;;;;;;241,400;6,736E-4;-0,776;241,400;0,727;-0,008
;;;;;;241,450;5,996;0,055;;;;;;;;;;;;;241,450;-0,639;-0,615;241,450;-4,723;-0,062;;;;;;;;;;;;;;;;241,450;1,206E-4;-0,777;241,450;0,725;-0,007
;;;;;;241,500;6,031;0,054;;;;;;;;;;;;;241,500;-0,642;-0,615;241,500;-4,706;-0,062;;;;;;;;;;;;;;;;241,500;6,467E-4;-0,776;241,500;0,724;-0,008
;;;;;;241,550;6,060;0,055;;;;;;;;;;;;;241,550;-0,644;-0,616;241,550;-4,697;-0,062;;;;;;;;;;;;;;;;241,550;5,002E-4;-0,776;241,550;0,723;-0,007
;;;;;;241,600;6,063;0,054;;;;;;;;;;;;;241,600;-0,646;-0,615;241,600;-4,692;-0,063;;;;;;;;;;;;;;;;241,600;1,499E-4;-0,776;241,600;0,722;-0,008
;;;;;;241,650;6,063;0,055;;;;;;;;;;;;;241,650;-0,656;-0,616;241,650;-4,681;-0,062;;;;;;;;;;;;;;;;241,650;3,794E-4;-0,776;241,650;0,721;-0,007
;;;;;;241,700;6,063;0,054;;;;;;;;;;;;;241,700;-0,660;-0,615;241,700;-4,678;-0,062;;;;;;;;;;;;;;;;241,700;4,575E-4;-0,776;241,700;0,721;-0,008
;;;;;;241,750;6,063;0,055;;;;;;;;;;;;;241,750;-0,665;-0,617;241,750;-4,664;-0,062;;;;;;;;;;;;;;;;241,750;6,553E-4;-0,776;241,750;0,720;-0,007
;;;;;;241,800;6,063;0,054;;;;;;;;;;;;;241,800;-0,672;-0,616;241,800;-4,662;-0,062;;;;;;;;;;;;;;;;241,800;5,381E-4;-0,776;241,800;0,718;-0,008
;;;;;;241,850;6,063;0,055;;;;;;;;;;;;;241,850;-0,675;-0,617;241,850;-4,651;-0,062;;;;;;;;;;;;;;;;241,850;3,745E-4;-0,776;241,850;0,715;-0,007
;;;;;;241,900;6,063;0,054;;;;;;;;;;;;;241,900;-0,676;-0,617;241,900;-4,648;-0,062;;;;;;;;;;;;;;;;241,900;5,295E-4;-0,776;241,900;0,713;-0,009
;;;;;;241,950;6,065;0,055;;;;;;;;;;;;;241,950;-0,677;-0,618;241,950;-4,645;-0,062;;;;;;;;;;;;;;;;241,950;5,833E-4;-0,776;241,950;0,712;-0,008
;;;;;;242,000;6,071;0,054;;;;;;;;;;;;;242,000;-0,680;-0,617;242,000;-4,640;-0,062;;;;;;;;;;;;;;;;242,000;4,832E-4;-0,776;242,000;0,712;-0,008
;;;;;;242,050;6,071;0,055;;;;;;;;;;;;;242,050;-0,679;-0,617;242,050;-4,638;-0,062;;;;;;;;;;;;;;;;242,050;3,574E-4;-0,776;242,050;0,712;-0,007
;;;;;;242,100;6,072;0,054;;;;;;;;;;;;;242,100;-0,682;-0,617;242,100;-4,635;-0,062;;;;;;;;;;;;;;;;242,100;7,200E-4;-0,776;242,100;0,712;-0,009
;;;;;;242,150;6,075;0,055;;;;;;;;;;;;;242,150;-0,695;-0,618;242,150;-4,635;-0,062;;;;;;;;;;;;;;;;242,150;2,793E-4;-0,776;242,150;0,712;-0,008
;;;;;;242,200;6,087;0,055;;;;;;;;;;;;;242,200;-0,700;-0,617;242,200;-4,635;-0,062;;;;;;;;;;;;;;;;242,200;3,293E-4;-0,776;242,200;0,711;-0,009
;;;;;;242,250;6,089;0,055;;;;;;;;;;;;;242,250;-0,708;-0,619;242,250;-4,635;-0,062;;;;;;;;;;;;;;;;242,250;2,378E-4;-0,776;242,250;0,711;-0,008
;;;;;;242,300;6,097;0,054;;;;;;;;;;;;;242,300;-0,710;-0,618;242,300;-4,635;-0,062;;;;;;;;;;;;;;;;242,300;3,733E-4;-0,776;242,300;0,710;-0,009
;;;;;;242,350;6,114;0,055;;;;;;;;;;;;;242,350;-0,715;-0,619;242,350;-4,636;-0,062;;;;;;;;;;;;;;;;242,350;2,158E-4;-0,776;242,350;0,709;-0,008
;;;;;;242,400;6,124;0,054;;;;;;;;;;;;;242,400;-0,724;-0,619;242,400;-4,635;-0,062;;;;;;;;;;;;;;;;242,400;1,096E-4;-0,776;242,400;0,708;-0,009
;;;;;;242,450;6,128;0,056;;;;;;;;;;;;;242,450;-0,727;-0,620;242,450;-4,635;-0,062;;;;;;;;;;;;;;;;242,450;6,968E-4;-0,776;242,450;0,706;-0,008
;;;;;;242,500;6,134;0,055;;;;;;;;;;;;;242,500;-0,728;-0,619;242,500;-4,635;-0,062;;;;;;;;;;;;;;;;242,500;4,502E-4;-0,776;242,500;0,706;-0,009
;;;;;;242,550;6,134;0,055;;;;;;;;;;;;;242,550;-0,729;-0,620;242,550;-4,636;-0,062;;;;;;;;;;;;;;;;242,550;4,380E-4;-0,776;242,550;0,705;-0,008
;;;;;;242,600;6,134;0,055;;;;;;;;;;;;;242,600;-0,731;-0,619;242,600;-4,635;-0,062;;;;;;;;;;;;;;;;242,600;3,330E-4;-0,776;242,600;0,705;-0,009
;;;;;;242,650;6,141;0,056;;;;;;;;;;;;;242,650;-0,741;-0,620;242,650;-4,635;-0,062;;;;;;;;;;;;;;;;242,650;3,477E-4;-0,776;242,650;0,704;-0,008
;;;;;;242,700;6,154;0,055;;;;;;;;;;;;;242,700;-0,745;-0,620;242,700;-4,635;-0,062;;;;;;;;;;;;;;;;242,700;5,601E-4;-0,776;242,700;0,703;-0,009
;;;;;;242,750;6,173;0,056;;;;;;;;;;;;;242,750;-0,746;-0,621;242,750;-4,635;-0,062;;;;;;;;;;;;;;;;242,750;4,514E-4;-0,776;242,750;0,701;-0,008
;;;;;;242,800;6,180;0,055;;;;;;;;;;;;;242,800;-0,747;-0,620;242,800;-4,635;-0,062;;;;;;;;;;;;;;;;242,800;5,088E-4;-0,776;242,800;0,700;-0,009
;;;;;;242,850;6,182;0,056;;;;;;;;;;;;;242,850;-0,760;-0,621;242,850;-4,636;-0,062;;;;;;;;;;;;;;;;242,850;1,829E-4;-0,777;242,850;0,699;-0,008
;;;;;;242,900;6,193;0,055;;;;;;;;;;;;;242,900;-0,780;-0,621;242,900;-4,635;-0,062;;;;;;;;;;;;;;;;242,900;4,233E-4;-0,776;242,900;0,697;-0,009
;;;;;;242,950;6,199;0,055;;;;;;;;;;;;;242,950;-0,787;-0,622;242,950;-4,635;-0,062;;;;;;;;;;;;;;;;242,950;3,281E-4;-0,776;242,950;0,696;-0,008
;;;;;;243,000;6,217;0,055;;;;;;;;;;;;;243,000;-0,801;-0,622;243,000;-4,635;-0,062;;;;;;;;;;;;;;;;243,000;1,914E-4;-0,776;243,000;0,695;-0,009
;;;;;;243,050;6,231;0,056;;;;;;;;;;;;;243,050;-0,815;-0,623;243,050;-4,635;-0,062;;;;;;;;;;;;;;;;243,050;3,953E-4;-0,776;243,050;0,695;-0,008
;;;;;;243,100;6,240;0,055;;;;;;;;;;;;;243,100;-0,822;-0,623;243,100;-4,635;-0,062;;;;;;;;;;;;;;;;243,100;2,842E-4;-0,776;243,100;0,693;-0,009
;;;;;;243,150;6,251;0,056;;;;;;;;;;;;;243,150;-0,828;-0,624;243,150;-4,635;-0,062;;;;;;;;;;;;;;;;243,150;0,005;-0,774;243,150;0,692;-0,009
;;;;;;243,200;6,283;0,055;;;;;;;;;;;;;243,200;-0,831;-0,623;243,200;-4,635;-0,062;;;;;;;;;;;;;;;;243,200;0,006;-0,769;243,200;0,692;-0,009
;;;;;;243,250;6,296;0,056;;;;;;;;;;;;;243,250;-0,838;-0,624;243,250;-4,635;-0,062;;;;;;;;;;;;;;;;243,250;0,006;-0,767;243,250;0,691;-0,009
;;;;;;243,300;6,314;0,056;;;;;;;;;;;;;243,300;-0,841;-0,623;243,300;-4,635;-0,062;;;;;;;;;;;;;;;;243,300;0,007;-0,763;243,300;0,691;-0,010
;;;;;;243,350;6,339;0,056;;;;;;;;;;;;;243,350;-0,849;-0,624;243,350;-4,635;-0,062;;;;;;;;;;;;;;;;243,350;0,011;-0,758;243,350;0,691;-0,009
;;;;;;243,400;6,346;0,055;;;;;;;;;;;;;243,400;-0,853;-0,624;243,400;-4,635;-0,062;;;;;;;;;;;;;;;;243,400;0,012;-0,751;243,400;0,691;-0,009
